"k","PAC","PAC_rank","PAC_rank_required","PAC_rank_margin","PAC_rank_pass","mean_silhouette","silhouette_required","silhouette_absolute_margin","silhouette_pass","best_primary_silhouette","within_0_02_margin","within_0_02_of_best","minimum_cluster_size","minimum_size_required","minimum_size_margin","minimum_size_pass","minimum_cluster_median_jaccard","required_cluster_jaccard","cluster_jaccard_margin","cluster_jaccard_pass","overall_median_jaccard","required_overall_jaccard","overall_jaccard_margin","overall_jaccard_pass","primary_pass","failed_criterion_count","failed_criteria","near_miss_criterion_count","notes"
2,0.736709413105137,4,"<=2",-2,FALSE,0.262273960935421,">0.25",0.012273960935421,TRUE,0.262273960935421,0.02,TRUE,164,">=25",139,TRUE,0.544793338683788,">=0.60",-0.055206661316212,FALSE,0.669421487603306,">=0.75",-0.080578512396694,FALSE,FALSE,3,"PAC_rank;minimum_cluster_median_jaccard;overall_median_jaccard",0,"Near-miss is descriptive and requires exactly one failed frozen criterion; acceptance is unchanged."
3,0.757420022140877,5,"<=2",-3,FALSE,0.242735796581409,">0.25",-0.00726420341859099,FALSE,0.262273960935421,0.000461835645988007,TRUE,16,">=25",-9,FALSE,0.197826086956522,">=0.60",-0.402173913043478,FALSE,0.458739241464107,">=0.75",-0.291260758535893,FALSE,FALSE,5,"PAC_rank;mean_silhouette;minimum_cluster_size;minimum_cluster_median_jaccard;overall_median_jaccard",0,"Near-miss is descriptive and requires exactly one failed frozen criterion; acceptance is unchanged."
4,0.635257327095101,3,"<=2",-1,FALSE,0.154962319462817,">0.25",-0.095037680537183,FALSE,0.262273960935421,-0.087311641472604,FALSE,16,">=25",-9,FALSE,0.280625,">=0.60",-0.319375,FALSE,0.422222222222222,">=0.75",-0.327777777777778,FALSE,FALSE,6,"PAC_rank;mean_silhouette;within_0_02_of_best;minimum_cluster_size;minimum_cluster_median_jaccard;overall_median_jaccard",0,"Near-miss is descriptive and requires exactly one failed frozen criterion; acceptance is unchanged."
5,0.553109823600236,2,"<=2",0,TRUE,0.155367246625237,">0.25",-0.094632753374763,FALSE,0.262273960935421,-0.086906714310184,FALSE,16,">=25",-9,FALSE,0.412325917887502,">=0.60",-0.187674082112498,FALSE,0.484611742424242,">=0.75",-0.265388257575758,FALSE,FALSE,5,"mean_silhouette;within_0_02_of_best;minimum_cluster_size;minimum_cluster_median_jaccard;overall_median_jaccard",0,"Near-miss is descriptive and requires exactly one failed frozen criterion; acceptance is unchanged."
6,0.470970400717558,1,"<=2",1,TRUE,0.159777662814842,">0.25",-0.090222337185158,FALSE,0.262273960935421,-0.082496298120579,FALSE,16,">=25",-9,FALSE,0.161290322580645,">=0.60",-0.438709677419355,FALSE,0.468085106382979,">=0.75",-0.281914893617021,FALSE,FALSE,5,"mean_silhouette;within_0_02_of_best;minimum_cluster_size;minimum_cluster_median_jaccard;overall_median_jaccard",0,"Near-miss is descriptive and requires exactly one failed frozen criterion; acceptance is unchanged."
