"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"GSM776114",-0.726369797506571,0.0549726623512521,0.930187205775716,1.04179359418664,-0.526397060464795,-0.299539037265378
"GSM776115",1.26905526445073,0.927952701851281,-1.37127360613437,-0.452743322715478,0.181866770162824,-0.201665203471897
"GSM776116",1.03918857280468,0.989720741650184,-1.7375852966132,-0.145641205974344,-0.351845080766382,0.202445090324181
"GSM776117",0.678623087979765,-0.73739207473099,-0.759296726973351,-0.607137107590978,0.112236026658038,-0.201439661637394
"GSM776118",-1.42551294519542,0.657108735394477,-0.353348788963698,0.17822457738961,0.168595859320548,0.369121824503947
"GSM776119",1.54808357263194,-0.187533637828749,2.51286701807928,0.263260113982662,0.348466178814709,0.0644670276559538
"GSM776120",1.06188337521389,0.525667305950894,1.82913173307444,0.20378898191564,-0.0502352839871398,-0.764058953361146
"GSM776121",-0.77089423266214,-2.03155410194936,0.0319996888474327,0.415332834112415,-0.538891603156305,-0.0665228044443611
"GSM776122",0.588418210702702,-2.18289035188337,-0.146907357370066,-0.458462655090627,0.451853569559303,0.336272598913621
"GSM776123",-1.37322578482798,-0.135339975239296,0.81776135605383,1.10366968021808,-0.328171237863521,-0.277424564125189
"GSM776124",-0.905099659204739,-1.96698717984697,-0.0731698096236283,0.190511533257311,-0.349390238349177,0.0984744429303978
"GSM776125",-0.0750301277758356,1.29120285805419,-0.402640802091837,0.26140670008973,-0.0573035662223632,0.262886153631857
"GSM776126",0.720642284414496,0.360194444338983,-0.605621066009906,1.06468710814995,-0.0472542196389104,0.0385122746846702
"GSM776127",-0.895451194019367,-0.424000420593232,-0.253981191857961,0.380818989617138,-0.447989283328126,-0.212440581914171
"GSM776128",-4.65187638455684,-2.2292788124851,0.502085235689802,-0.0639653395964162,-0.115644686926282,-0.711002486156916
"GSM776129",1.86894220873839,-0.0309930172936146,0.661566014770334,-0.286367828482284,0.374229436040986,0.20631547946088
"GSM776130",-0.0531077317001551,1.74565775374625,0.757646088618533,-0.779501655098097,1.32121664228517,0.403836708976294
"GSM776131",-0.261463198387977,1.17902044584307,-0.68247286694744,0.296354936364666,0.574055114086187,-0.321254543610337
"GSM776132",1.74893931281698,-0.331445930376064,0.278781606873869,0.317129443136659,-0.238691966123592,-0.0832733265068009
"GSM776133",1.61791314075757,0.347222432794951,-0.645350282623136,-0.4378013692396,0.0214154221074819,-0.177930264046974
"GSM776134",2.3484076270605,-1.22750757034207,0.743947941671811,0.0156855909265726,-0.395455460873026,-0.509169188387017
"GSM776135",-0.780357543930533,0.158541151943005,-0.14366978439642,0.656855748060138,0.338024638073835,0.423149593641214
"GSM776136",0.198499525591869,1.02023735526932,1.10106922437885,1.18281910718188,0.433698231513012,0.993757103575935
"GSM776137",-0.890701134288046,0.734140442444476,-0.239080485886119,1.41627901987397,-0.0815356141124908,0.344795316461094
"GSM776138",-1.77389649335611,-1.53138021009795,-0.100501072137355,0.00269325453903514,-0.413633584651275,0.914456403457038
"GSM776139",-0.371865296724358,-0.091346946558105,-0.815548804877332,-0.33289583654466,0.458370298477107,0.14259346205258
"GSM776140",-0.935890853438138,1.07506974735951,-1.70089397568069,-0.403547399756276,0.729588187189685,0.168750077348251
"GSM776141",-3.58348486458851,2.13857796508012,1.04188599828935,0.19292652492723,-0.319527242406913,-0.0731642980490165
"GSM776142",2.80132700924398,0.729190784548246,0.55796570500987,-0.236509071437604,-0.231205012150993,0.220117002962853
"GSM776143",-1.53534068906319,-1.74644777394376,-0.394825274070442,0.448999136637244,0.316412038616242,0.144203616703006
"GSM776144",0.0904943774958031,1.35382022197196,-0.168162515628959,-0.458714055730214,-0.24044559037548,0.747380409279816
"GSM776145",1.38436955503643,1.15607474994816,-0.169975267917318,1.20402673159105,-0.284747427890094,-0.0346944751695433
"GSM776146",1.53065898980677,-0.613411364162672,0.196150786564077,-0.998548423656037,0.330830535183293,-0.349165751080227
"GSM776147",-1.08096683538422,-1.77145715478782,0.499710838117802,-0.791539932866411,-0.0717597117377403,0.128860144890132
"GSM776148",-0.716728926043671,0.955828206842155,0.123319194029757,0.679141072361107,-0.283288333715886,-0.604345705840221
"GSM776149",-1.074302236926,1.88913197032883,0.858724798172973,0.403055547265688,-0.254984670651791,-0.153890099039364
"GSM776150",1.52515344954382,-1.11543745146474,0.378261487505083,-0.850632795321362,0.434881815843375,0.0640319340171284
"GSM776151",-1.24428657011793,1.97072330177772,-1.32881395306989,-0.565375847721434,-0.175106402873066,-0.0283907922722468
"GSM776152",-0.665926827700745,-0.536979621998415,0.781988050190614,0.193150259953301,-0.171141381716623,0.158419015949647
"GSM776153",-2.52135863317042,-0.0941238450788099,-0.19684726002457,0.873931669561685,-0.129425261612593,-0.322757524434084
"GSM776154",1.52630384280145,1.47501291506816,0.50933913225191,-0.903413260367294,0.538994188816061,-0.478547115246859
"GSM776155",-0.744408081956459,1.40147238480199,1.89377417781971,0.848785816178131,0.543164511997824,-0.791498805830752
"GSM776156",1.09012766450686,-0.0485062666061964,-0.31629764080143,0.341636915753734,-0.0892661283686469,-0.362418462721268
"GSM776157",0.922057263800591,-1.16385369382073,-0.326346100952618,-0.308321517004884,-0.19647027103485,-0.25456449833879
"GSM776158",-1.06164197756134,-0.200244895594102,-1.1212572656903,1.11229946123735,0.267790622549806,-0.729177411381347
"GSM776159",0.268449784389231,-0.735069615385459,0.525575425756418,0.557126900866578,0.0583743619069475,0.549392582696598
"GSM776160",-1.5772631394168,-1.45274868758717,-0.398644000425301,0.309129940652476,0.0898008865074266,-0.105919506212559
"GSM776161",-5.7105033483336,-0.806088545302278,-1.09441493780373,-1.2950639908209,0.576815325926711,0.169922259761459
"GSM776162",-0.0882916781555437,-1.71995612351639,0.827862413977056,-0.353416773757325,-0.051675343959726,0.254361720183086
"GSM776163",1.79802941344081,1.49479412118918,0.406563672720742,-0.501850859768441,0.254300836682866,-0.0845293102720417
"GSM776164",-1.25933399151261,-0.149247116046196,0.712307616895311,1.04970448898955,-0.167728031701256,0.400420093414557
"GSM776165",-0.502714663919016,-0.800058450378748,0.358617475657945,-0.0668491532699917,-0.0683509688522258,0.602784615836444
"GSM776166",0.531365724182191,1.14731166391436,-1.64049560448334,-0.644253459223137,-0.0485814395583021,-0.760781445699658
"GSM776167",1.40243608943397,0.162778738651966,-0.292091900311063,-1.00960768008345,0.288950837096355,0.289706215197363
"GSM776168",1.93060296736148,-1.35970041875282,1.92112036227631,-0.869404147466398,0.280783851232915,0.354091560075889
"GSM776169",-0.785445873263943,0.710446993983035,-0.958585966682685,0.299526510182236,-0.931221513718285,0.59054381678899
"GSM776170",-3.83319934160007,2.24659949169617,1.11458387916293,-0.382570045737469,-1.75923033848984,0.558498866914357
"GSM776171",0.157914786725623,0.802395591866159,-1.64688965340234,-0.654693531836169,-0.387045612036852,-0.104152808859074
"GSM776172",-2.06283561052301,-1.60075374188359,0.776147425652035,0.428944711190281,0.750090572941644,-0.310403504526105
"GSM776173",0.652119773453595,-0.388245894575529,2.22669501151718,0.0349150106393546,-0.397451888461975,0.292083704329109
"GSM776174",0.901157382133184,-2.40045419445272,1.03097223141429,-0.452787438203045,-0.273063917547169,-0.0446050631170189
"GSM776175",-2.58745516352905,0.625850953915987,-2.05906161982505,-0.473772900575275,-0.612296678779928,0.266801557660441
"GSM776176",2.04916139678627,0.361736785593903,-1.18856719328271,-0.342811729971172,-0.481337606737065,-0.107652823196119
