"sample","Macrophage-rich program","T cell-inflamed program","Immune-inflamed / antigen-presentation program","Stromal / fibrotic program","Immune-cold / exclusion-associated program","Proliferative / cycling program"
"GSM274895",0.540383893236245,0.627620308798574,0.705998001505899,0.361791438446214,0.392878108820738,0.463096145966549
"GSM274896",0.529703665812608,0.57972346729617,0.652670593154928,0.459672720225192,0.365308731294943,0.47814516800487
"GSM274897",0.368001356394182,0.559555259157435,0.633603640690328,0.272039098445416,0.275819113528954,0.535063328474843
"GSM274898",0.387900936729379,0.498208436371243,0.611466981101703,0.261218833596792,0.288925399412601,0.555694683891262
"GSM274899",0.371089893474072,0.422160596306184,0.636268281125377,0.476767851190012,0.325609408378866,0.529961865939751
"GSM274900",0.25751092293917,0.427415528561377,0.624739985985758,0.430587778004209,0.325162193954614,0.514724665278437
"GSM274901",0.46094249398801,0.545070472159348,0.669274586138432,0.377651857658819,0.405920742216428,0.53379104761307
"GSM274902",0.227774969257429,0.254898131018111,0.553630680519779,0.230379921068036,0.267203531962937,0.506798629922274
"GSM274903",0.370305330009273,0.440073684117735,0.651863462801771,0.514288605721208,0.361380750226718,0.501641140072889
"GSM274904",0.277991419211951,0.563274513297446,0.659463152724359,0.296770083629752,0.321846548047113,0.48813012225462
"GSM274905",0.477243672426888,0.571147648361675,0.658457012971661,0.472766390828114,0.409055371057276,0.493448681053898
"GSM274906",0.292424632681939,0.498370583758175,0.6302388419769,0.457755610275236,0.333866052162368,0.469838398172942
"GSM274907",0.379974647704334,0.41515252993187,0.632121650827794,0.447679632103997,0.349689442185157,0.487288415303179
"GSM274908",0.413583467370807,0.364193829484401,0.569859251866699,0.309993675794583,0.293906797946621,0.556019720434258
"GSM274909",0.31065847359128,0.534163511844191,0.632355345912562,0.31781938052867,0.303655905742017,0.562762769882867
"GSM274910",0.298497974628575,0.464604638436799,0.629929269690837,0.344188802569433,0.281205668826234,0.574688546588115
"GSM274911",0.495463112311509,0.548623987470533,0.612105422107175,0.482383207684203,0.38177775854452,0.521326663241929
"GSM274912",0.28683401785464,0.52751201433836,0.625177820489024,0.477131729533959,0.344775638771886,0.571919343852212
"GSM274913",0.292380247119393,0.536900506846052,0.673212409606568,0.32005132477514,0.288975838171601,0.295617590839901
"GSM274914",0.326321367329894,0.56245909827677,0.618655865068587,0.242953528562448,0.283583844839971,0.464584765421789
"GSM274915",0.514874587704951,0.575618786458853,0.696780790050082,0.304942389037356,0.348914409736695,0.482271154339034
"GSM274916",0.314686862592526,0.303450780128141,0.624838612512458,0.27618160711226,0.274566321637518,0.550425244211906
"GSM274917",0.525682680425221,0.357702455870848,0.607672357315544,0.455357924782381,0.361372979386912,0.540943151610354
"GSM274918",0.320341584397347,0.412519157462645,0.62303332937156,0.360862817705193,0.26756770815414,0.485687259026504
"GSM274919",0.514311939547838,0.587631885312034,0.693629718342238,0.26628879298415,0.321019351483207,0.540314878530633
"GSM274920",0.510328989983397,0.517483825628553,0.625692658228359,0.490912914587318,0.352479142028448,0.50844585219809
"GSM274921",0.373532798711693,0.499944841564419,0.628044319840979,0.352438962881837,0.337047573283359,0.526698478604783
"GSM274922",0.218679792885897,0.333576001204604,0.620598328115831,0.152129311843111,0.215452168436404,0.523573451219337
"GSM274923",0.516116858534956,0.630431030862285,0.687483008983845,0.383585064739497,0.381030277730738,0.485762886116708
"GSM274924",0.500162333750649,0.595162436172505,0.683800670193141,0.331964962477907,0.354847120742231,0.437132174171705
"GSM274925",0.26233709530552,0.455534064774062,0.553495496016497,0.464558170327899,0.3369041007951,0.553186950714035
"GSM274926",0.507609677836722,0.602303599982772,0.6859099111887,0.524379983119742,0.420309476236321,0.517902421008527
"GSM274927",0.589003746949585,0.647700337392579,0.664759890733413,0.484436558333768,0.462532016664523,0.44687871226808
"GSM274928",0.488974940318107,0.555778137081714,0.673892182436639,0.504506447462862,0.385911251767621,0.537760921814902
"GSM274929",0.46775994077766,0.434154647082277,0.594959047430833,0.562637168626892,0.396023091504529,0.471987844813321
"GSM274930",0.430211640997611,0.375514679913985,0.656397918466265,0.403331376359465,0.346794879222576,0.585158656063114
"GSM274931",0.380750483119914,0.561276873679968,0.665719343372997,0.35800859190593,0.2932679932478,0.565492087598369
"GSM274932",0.363783831796676,0.384119707203476,0.638359033425151,0.474437052543516,0.353330304273077,0.355252948190669
"GSM274933",0.450744349004147,0.646473833704094,0.651166396979355,0.365830298206201,0.381524745628311,0.468389460973047
"GSM274934",0.508783802554658,0.652049727798261,0.693650304512096,0.447679078102359,0.376142252592062,0.480234336495487
"GSM274935",0.368978773582235,0.56747805179992,0.644261076959121,0.394045354393936,0.323851287616729,0.480863327236676
"GSM274936",0.494910128184257,0.595248269833035,0.677468970310064,0.464930384879406,0.363052917333727,0.480223762139487
"GSM274937",0.308549502833425,0.537884001065675,0.663608217866147,0.377715776678334,0.359952982341835,0.521977993303602
"GSM274938",0.507380840940574,0.611847563244076,0.678437014410916,0.313670907645327,0.346163667291222,0.487506457279035
"GSM274939",0.436213321214831,0.540210815638488,0.641034545233219,0.160817865311548,0.270424793166572,0.601656150668891
"GSM274940",0.356626660552586,0.355824907578961,0.596093053289694,0.191650294576368,0.246297407763964,0.516400084114731
"GSM274941",0.529616292711251,0.61459297309283,0.673655886727564,0.323336582995904,0.40695240844834,0.532958048064635
"GSM274942",0.513092751243531,0.415353916414929,0.642940374613852,0.47640450119643,0.414974953303953,0.520723477465121
"GSM274943",0.379731866176094,0.557847071478178,0.663507686345505,0.381186124731455,0.355194817502701,0.568628896896798
"GSM274944",0.482328725644356,0.522860012246151,0.687169972716842,0.506284288254177,0.37856161931932,0.482202787733145
"GSM274945",0.398432758454926,0.49966491384352,0.593439606578174,0.120113702118964,0.224573408646836,0.580336214864753
"GSM274946",0.505213926553177,0.535272220364198,0.663964016188679,0.490214496794155,0.379462158074753,0.52369790824492
"GSM274947",0.237399788649759,0.328131283517162,0.601112461800906,0.337727958801696,0.29487109172075,0.566202521221007
"GSM274948",0.409103464220057,0.347790182707897,0.559737652232713,0.338185948979515,0.284152114867498,0.515937914120006
"GSM274949",0.382682672502329,0.535911244102928,0.659079491790594,0.489000797733876,0.363877271810079,0.559244645047014
"GSM274950",0.403049562001335,0.384309254918699,0.615161076764247,0.395198799289578,0.307466749638521,0.492179845975158
"GSM274951",0.340591359149849,0.594081526337606,0.666435881822409,0.365509808197528,0.284819039283202,0.567691272930146
"GSM274952",0.462297657674892,0.537405836781283,0.635962555859532,0.550807406913128,0.36115924325555,0.502677427658272
"GSM274953",0.321574907794363,0.376088388833722,0.571457344928439,0.343367063445671,0.340857071112266,0.485599429868795
"GSM274954",0.30977231634155,0.332404732162236,0.48718768235298,0.306136403383111,0.294253972982525,0.534806073367368
"GSM274955",0.552539786186636,0.620047403579435,0.698091086540153,0.462229922792851,0.462703478332054,0.412695990258819
"GSM274956",0.362338834570192,0.423196880271849,0.651026521443906,0.441589876828492,0.343235843139608,0.600823783786643
"GSM274957",0.393479941252259,0.494898350642872,0.615825702468013,0.452798692675207,0.335083431101296,0.498554200921631
"GSM274958",0.351896113244114,0.52377150141709,0.653512868154861,0.310092223276973,0.338795668257238,0.530390344027613
"GSM274959",0.574142665986817,0.662682918790367,0.682097067788911,0.388868519232674,0.384857689935144,0.394108263166136
"GSM274960",0.393630834215142,0.430597812639572,0.616312860889021,0.464146918378884,0.375350232973604,0.506353754283377
"GSM274961",0.413057979117985,0.294557875579316,0.623153049281055,0.386135793161889,0.338305323946031,0.557784126366153
"GSM274962",0.507579939883603,0.581679605508616,0.689561372807242,0.471752544348197,0.39627039079796,0.524232670766424
"GSM274963",0.400138788626501,0.522701233994132,0.631767782757508,0.556046374145329,0.369049755511769,0.399703892118151
"GSM274964",0.371427070714033,0.516192629370295,0.649023672534363,0.259488846483233,0.288469062582058,0.54545823267688
"GSM274965",0.328759095851196,0.360935453377109,0.578112514345113,0.276221226869945,0.288341990382185,0.570483754667478
"GSM274966",0.30184494757211,0.342658963058951,0.587916484079062,0.395100771608616,0.343799312580975,0.568909168201171
"GSM274967",0.275750389533697,0.322384974136161,0.595160985888081,0.316750930976504,0.266075007546746,0.509332583452775
"GSM274968",0.44813815509901,0.602378777392576,0.671373021459913,0.444313643136755,0.392280234564239,0.451131255045421
"GSM274969",0.312976499083611,0.431938346074391,0.637354908277764,0.394306068088847,0.299096723073174,0.547245962788138
"GSM274970",0.294611731974035,0.366502875142938,0.551736491903907,0.479918378421272,0.403067001227544,0.543460358785657
"GSM274971",0.415875236234655,0.457554360132388,0.617273113416719,0.459215081666114,0.334019087511125,0.547263228194396
"GSM274972",0.442598340452547,0.465510732141617,0.650148704385319,0.308937093402911,0.325486249766048,0.536481344325494
"GSM274973",0.437364001331911,0.580970736867744,0.644713161128599,0.498294006845205,0.389182486262276,0.516233334822516
"GSM274974",0.49976314929904,0.456483545496672,0.656093703136262,0.406840052924314,0.37227242926281,0.462407420226653
"GSM274975",0.452454576076233,0.59180369885963,0.693441371531654,0.28677492453439,0.366986369563683,0.524013229943783
"GSM274976",0.417037752480681,0.588117695223541,0.686438172957499,0.544318074377242,0.394288431714224,0.396214683061306
"GSM274977",0.433773935739286,0.54915390141329,0.643626222692658,0.544858829824204,0.383037782930996,0.494448621092485
"GSM274978",0.42435471697132,0.496938624565532,0.599556386508076,0.402698693581991,0.31979345040903,0.536529537399714
"GSM274979",0.320300890533983,0.456393715837101,0.649442094509805,0.568850689281448,0.441418265193728,0.49892510208744
