"sample","Macrophage-rich program","T cell-inflamed program","Immune-inflamed / antigen-presentation program","Stromal / fibrotic program","Immune-cold / exclusion-associated program","Proliferative / cycling program"
"GSM5482876",0.290928824596344,0.0224085810879507,0.439307120209376,0.283583134552179,0.27484676715559,0.549314816726974
"GSM5482877",0.406367281975229,0.235602327700056,0.509233310950335,0.508939366536465,0.348645896734722,0.543770968724774
"GSM5482878",0.396577620181778,0.140010111170163,0.525210365710184,0.468046589771717,0.357706615103069,0.476922326598129
"GSM5482879",0.365104949844941,0.232693262862672,0.516095586452842,0.504130488959517,0.319569657671884,0.492003771121205
"GSM5482880",0.399164511127507,0.249869940279644,0.582219806603902,0.457657211990267,0.327990055314971,0.551175896529875
"GSM5482881",0.427990462786475,0.311119737079829,0.449064017593957,0.344717956998883,0.289508369676055,0.396909530844354
"GSM5482882",0.45682088042085,0.331182793735164,0.520983329712179,0.584036660537323,0.422584074125722,0.449821968372424
"GSM5482883",0.34023758658704,0.0938431847976882,0.410924502249833,0.48804963424359,0.318114143664382,0.471612807195363
"GSM5482884",0.477183111942948,0.448482288125791,0.530351559912521,0.63714139857633,0.456777988545725,0.309906469887345
"GSM5482885",0.203848229122793,-0.0371064219495154,-0.0747583634641742,0.141026493061349,0.250034195490358,0.168726783326608
"GSM5482886",0.116060871155022,0.0653709855669714,-0.0343290873665009,0.0637110812289152,0.135834792302709,0.155505205233676
"GSM5482887",0.475013582258772,0.485185797474443,0.612330982435418,0.487239731487665,0.397710551498204,0.410586016971975
"GSM5482888",0.570353784442598,0.547768341125127,0.623310767919759,0.639722287105983,0.483926841097865,0.444529736102624
"GSM5482889",0.498232559846932,0.481875606476915,0.613198285770496,0.448521712666529,0.386657669840221,0.452684541775393
"GSM5482890",0.60030439642344,0.419756549801847,0.601134839810272,0.522064189987167,0.416838828016042,0.387832327910635
"GSM5482891",0.542449305724687,0.37799213855389,0.552216186269711,0.742979542111858,0.539946121027101,0.412316012059811
"GSM5482892",0.3907369827066,0.163811610756162,0.366787844023533,0.411095302369216,0.32299700313564,0.477876682915039
"GSM5482893",0.554064293786346,0.403669270159463,0.47111506345356,0.460786119929652,0.366338428944523,0.480514546235368
"GSM5482894",0.401908765855195,0.206283565662417,0.474166871714369,0.467780580758412,0.330286643259741,0.57384091074061
"GSM5482895",0.226469229383721,0.264344572476875,0.415845088553554,0.357259224068805,0.329789867501643,0.541278799037775
"GSM5482896",0.476049861734686,0.372008316439479,0.594384073119453,0.669115753240407,0.493522140658665,0.433745421200425
"GSM5482897",0.444570417332099,0.299752764017784,0.593311355025651,0.450914019699779,0.338054741929552,0.517457689803886
"GSM5482898",0.355401921296375,0.297760193543545,0.521818282164482,0.486622286481672,0.362386800307101,0.548999785917233
"GSM5482899",0.472029147854964,0.368837345204239,0.545762465286908,0.471509710464939,0.342961855781257,0.53383376651036
"GSM5482900",0.445627829837629,0.151770024001976,0.486594206677001,0.461086033382549,0.355191252051364,0.559742749929476
"GSM5482901",0.320426771996019,-0.0740392751617887,0.372963277888311,0.175736410395194,0.0615174354000913,0.455582402934975
"GSM5482902",0.47055018460265,0.280321437462667,0.466745909116488,0.505180320129549,0.366631424530589,0.567530114291484
"GSM5482903",0.351231043508123,0.183794079629864,0.462372617505934,0.518700179693944,0.353711178246849,0.567175007648837
"GSM5482904",0.350311656475942,0.216046821253731,0.516367485699196,0.458712027382696,0.317571003721004,0.596237108403651
"GSM5482905",0.423090123813907,0.469183667124302,0.574391764371303,0.593328459599021,0.466213593058302,0.434748217664333
"GSM5482906",0.445170196877482,0.277953454201582,0.40494777771986,0.651420522575085,0.376513889375497,0.373615205065529
