"capture_area_id","role_family","program_id","program_name","observed_set_size","replicate_count","mean_expression_smd","median_expression_smd","sd_expression_smd","mean_abs_expression_smd","median_abs_expression_smd","p90_abs_expression_smd","p95_abs_expression_smd","max_abs_expression_smd","prop_abs_expression_smd_le_0_05","prop_abs_expression_smd_le_0_10","prop_abs_expression_smd_le_0_20","mean_detection_smd","median_detection_smd","sd_detection_smd","mean_abs_detection_smd","median_abs_detection_smd","p90_abs_detection_smd","p95_abs_detection_smd","max_abs_detection_smd","prop_abs_detection_smd_le_0_05","prop_abs_detection_smd_le_0_10","prop_abs_detection_smd_le_0_20","median_abs_expression_pooled_smd","p95_abs_expression_pooled_smd","max_abs_expression_pooled_smd","median_abs_detection_pooled_smd","p95_abs_detection_pooled_smd","max_abs_detection_pooled_smd","mean_matching_distance","median_matching_distance","max_matching_distance","pool_50_total","pool_100_total","pool_200_total","complete_replicates","noncomplete_replicates"
"GSM8500540_Cap.area7_DLBCL_V2","PRIMARY_DLBCL","immune_cold_exclusion","Immune-cold / exclusion-associated program",22,1000,-0.00972117262428218,-0.00964115585123871,0.00581183243504502,0.00995989106112603,0.0096562948756099,0.0173685002878461,0.0193173971699096,0.0241045170566647,1,1,1,0.00780682574407154,0.00787537394273419,0.00272340299590712,0.00780906742354588,0.00787537394273419,0.0113322796584211,0.0122717203328636,0.0152493195819979,1,1,1,0.00822512655027406,0.016568655067763,0.0206928486589511,0.00849814035480121,0.0132369663225382,0.0164615495745609,0.0264940816343133,0.0264810119375891,0.152266683484133,22000,0,0,1000,0
"GSM8500540_Cap.area7_DLBCL_V2","PRIMARY_DLBCL","macrophage_rich","Macrophage-rich program",22,1000,-0.0851791969333892,-0.0965528699509856,0.0578413139492331,0.0907750156063041,0.097127664929899,0.151092971293859,0.160688557001982,0.198550841896506,0.247,0.517,1,0.0158876673080974,0.0160457057110381,0.0030514501887843,0.0158876673080974,0.0160457057110381,0.0197061323263686,0.0205585604422673,0.0238620880886578,1,1,1,0.0470846727866497,0.0805406629370785,0.100758140468156,0.0146237953945772,0.0186994254177152,0.021705983099828,0.145801162929629,0.151634407799531,1.92390393044522,22000,0,0,1000,0
"GSM8500540_Cap.area7_DLBCL_V2","PRIMARY_DLBCL","proliferative_cycling","Proliferative / cycling program",22,1000,-0.00471210947115757,-0.00485860113734245,0.00349425496722225,0.00503645739500333,0.00491682069615138,0.00905668919107391,0.0103097381296769,0.0142798146817016,1,1,1,0.00707813243599907,0.00719697094392144,0.002978564633307,0.00711134468715832,0.00719697094392144,0.010827901776695,0.0116508341100366,0.0158392352331382,1,1,1,0.00549704365272697,0.0115527663680381,0.0160023273490272,0.0104247983266101,0.0167976370652593,0.0228113016413467,0.0208265638693728,0.0207976790275517,0.0697860041640675,22000,0,0,1000,0
"GSM8500540_Cap.area7_DLBCL_V2","PRIMARY_DLBCL","stromal_fibrotic","Stromal / fibrotic program",22,1000,-0.0257838493943728,-0.0280078116371094,0.0120254015848868,0.0259799977211082,0.0280078116371094,0.0398309624443155,0.0428822001069556,0.0514014393837131,0.998,1,1,0.0118262160331216,0.0118278088053798,0.00271487440338567,0.0118262160331216,0.0118278088053798,0.0152788153645551,0.0162536509780659,0.0205290646597113,1,1,1,0.0192706608313125,0.0298728746759918,0.0359864815207499,0.0115066788549646,0.0157774154722912,0.0198795678715213,0.042284717648235,0.043058126406004,0.697694445005732,22000,0,0,1000,0
"GSM8500540_Cap.area7_DLBCL_V2","PRIMARY_DLBCL","t_cell_inflamed","T cell-inflamed program",21,1000,-0.0385815068357216,-0.0458409290072222,0.0326831158968959,0.0453409151408616,0.0468639361380144,0.0742743840469258,0.0809144141549477,0.0987192063809813,0.547,1,1,0.0170227521036796,0.0171496907153165,0.00412642466961626,0.0170227521036796,0.0171496907153165,0.0222204371051968,0.0235476068641563,0.0288918212951727,1,1,1,0.0339082655388017,0.0602235320315103,0.0742351954630842,0.028414056553592,0.0390250467210309,0.0479199885655455,0.0925176373806711,0.0936257558441215,1.06675967253809,21000,0,0,1000,0
"GSM8500541_Cap.area8_LN_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,1000,-0.0847396264980988,-0.0982333210107689,0.0603863761965332,0.0928505454307968,0.0985196326745663,0.153952079924665,0.166027562913746,0.189962930499683,0.213,0.511,1,0.010216936994987,0.0104191557214656,0.00734346139045053,0.0108934115683883,0.0104861599383233,0.0195719317443081,0.0215117038223563,0.0301518975862339,1,1,1,0.0530343854509907,0.092359074381209,0.106708975599233,0.00909513505072307,0.0186155171848001,0.0259181928546442,0.129046369780402,0.133732671749467,1.89179138939568,13000,0,0,1000,0
"GSM8500541_Cap.area8_LN_V2","CONTEXT_ONLY","immune_cold_exclusion","Immune-cold / exclusion-associated program",22,1000,-0.0319110806184442,-0.0340194329486532,0.0232888784760001,0.0341263179770213,0.0341412926466489,0.0608406913616605,0.0672805937197942,0.0847563748520604,0.765,1,1,0.0195722454458684,0.0196779202327926,0.00726677356666371,0.0196076419462469,0.0196779202327926,0.0287844024330788,0.0314015262306398,0.0379304780342367,1,1,1,0.0218522123165715,0.0441738007656286,0.0558634303026718,0.0185140134332657,0.0295065810920984,0.0353759422680429,0.0751206383431046,0.0750535059820618,0.726203298840993,22000,0,0,1000,0
"GSM8500541_Cap.area8_LN_V2","CONTEXT_ONLY","macrophage_rich","Macrophage-rich program",22,1000,-0.0416475615938158,-0.043769043455306,0.0200006435088264,0.0419938063040581,0.043769043455306,0.0658766194471121,0.070934486946278,0.0892313657180568,0.602,1,1,0.0537782514469906,0.054361739395624,0.0108392304859333,0.0537782514469906,0.054361739395624,0.0667544738681875,0.0714482715414225,0.083185735229574,0.331,1,1,0.0291154104460021,0.0478555612797143,0.0604236647580026,0.046540549279908,0.0611120238627565,0.0707035793275946,0.100979150828198,0.100954710548516,0.628742843840035,22000,0,0,1000,0
"GSM8500541_Cap.area8_LN_V2","CONTEXT_ONLY","proliferative_cycling","Proliferative / cycling program",22,1000,-0.00953071251943459,-0.00958524575042854,0.00332205717868078,0.00953503073648002,0.00958524575042854,0.0137392754897035,0.0147638730263816,0.018974641579903,1,1,1,0.00810904524554907,0.0082354273811289,0.00338929431049923,0.00812828763837228,0.0082354273811289,0.0122779136100387,0.0134637359661193,0.0186880852110229,1,1,1,0.0146557108390989,0.0225423708904091,0.0291424220015946,0.0116218828461884,0.0189602136565317,0.0264123540836843,0.023281089857307,0.023388609537058,0.0825296812529325,22000,0,0,1000,0
"GSM8500541_Cap.area8_LN_V2","CONTEXT_ONLY","stromal_fibrotic","Stromal / fibrotic program",22,1000,-0.0810113147177103,-0.0901523141963103,0.0372147937667932,0.0819326468942754,0.0901523141963103,0.121079259561077,0.127395080294421,0.147456531629353,0.208,0.626,1,0.0300445811959958,0.0303483417674766,0.00844819386639224,0.0300445811959958,0.0303483417674766,0.040508008430927,0.0437526876322896,0.0569353104522263,0.995,1,1,0.0524760956773569,0.0755897855007182,0.0881098838987275,0.0263153328151292,0.0379303605980536,0.0490148267253591,0.128527899579197,0.133684621861914,2.11108760284483,22000,0,0,1000,0
"GSM8500541_Cap.area8_LN_V2","CONTEXT_ONLY","t_cell_inflamed","T cell-inflamed program",21,1000,-0.0222334877933571,-0.0242064143549214,0.020771410869473,0.0257739097374778,0.0249576048963469,0.0477826150216024,0.0518329228103456,0.0651625178691601,0.93,1,1,0.0225855804059437,0.0226059464971913,0.00631256780895934,0.0225975263006064,0.0226059464971913,0.0303210034668753,0.0326064853971423,0.0421009829259623,1,1,1,0.0147569083667209,0.0311646141029917,0.0393732326174224,0.0188657798009701,0.0270880916683566,0.0348739260435485,0.0597673717314865,0.059927152199914,0.705535206134239,21000,0,0,1000,0
"GSM8500542_Cap.area9_tonsil_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,1000,-0.167499327555907,-0.17936893630169,0.0876297683893865,0.17109863487702,0.17936893630169,0.270052463350812,0.286351857664741,0.34406229244707,0.086,0.222,0.586,0.00437454415721347,0.00496317122584647,0.00988496388543546,0.00883736725846478,0.00775967887086671,0.0172829211214759,0.0209637298326244,0.0343139046172752,1,1,1,0.102540746500949,0.170006771973024,0.207120426436785,0.0106614528818176,0.0289979662231596,0.045777204304679,0.236420474760354,0.245692161064033,2.64952456280021,13000,0,0,1000,0
"GSM8500542_Cap.area9_tonsil_V2","CONTEXT_ONLY","immune_cold_exclusion","Immune-cold / exclusion-associated program",22,1000,-0.0343477602116378,-0.0353342625162392,0.0223399202937989,0.0358037372746865,0.0354106162304846,0.0616080435940588,0.0674841638620523,0.0925803002882257,0.736,1,1,0.0404342047447796,0.0423988120594707,0.0162457124732766,0.0405650336634519,0.0423988120594707,0.0602039311687145,0.0644333913183268,0.0766989746244359,0.693,1,1,0.0282048164528149,0.0542114325199943,0.0754279841341171,0.0490472545889781,0.0740801307889992,0.0878316780106245,0.100337000944218,0.101157490193424,0.536724018161418,22000,0,0,1000,0
"GSM8500542_Cap.area9_tonsil_V2","CONTEXT_ONLY","macrophage_rich","Macrophage-rich program",22,1000,-0.029050570786382,-0.0317597733263439,0.0266314675030488,0.0333297963840888,0.0327284943008952,0.0616073463382295,0.0669871340964812,0.0867780252299979,0.742,1,1,0.0212858114739747,0.0217204588464778,0.00887330268647836,0.0213869254948693,0.0217204588464778,0.0321296054026511,0.0350832305124119,0.0446318955597942,1,1,1,0.0206011353642004,0.0430758946261968,0.0560855885632636,0.01832801418902,0.0295806489641866,0.0374970182772769,0.0824941302116047,0.0826091988865948,1.02608434935328,22000,0,0,1000,0
"GSM8500542_Cap.area9_tonsil_V2","CONTEXT_ONLY","proliferative_cycling","Proliferative / cycling program",22,1000,-0.0301955303427014,-0.0303971309545092,0.015759815839969,0.030569563178386,0.0303971309545092,0.0502222926970034,0.0552625105465119,0.0774557558399043,0.896,1,1,0.0525274535535571,0.0529985150743386,0.0138372013512978,0.0525274535535571,0.0529985150743386,0.0700890474634794,0.0749750341621866,0.0875070987660003,0.414,1,1,0.0413717326477491,0.0754251815133839,0.10732383529222,0.110539201787783,0.155828836385671,0.181397235174675,0.111367851262467,0.11149519727662,0.252787179492168,22000,0,0,1000,0
"GSM8500542_Cap.area9_tonsil_V2","CONTEXT_ONLY","stromal_fibrotic","Stromal / fibrotic program",22,1000,-0.0656689369507032,-0.0710362934333272,0.042548403286022,0.069055938103707,0.0710362934333272,0.116511625666422,0.12657734962489,0.151746671178365,0.333,0.769,1,0.081071352118069,0.0822072472585667,0.0200915338269634,0.081071352118069,0.0822072472585667,0.10486560117518,0.110498926485329,0.136754033559796,0.072,0.823,1,0.0494739322043782,0.0908473388803301,0.109195188288544,0.0887046387146415,0.118862687767971,0.146567131176592,0.177581402626145,0.177102238843218,1.53079758970896,22000,0,0,1000,0
"GSM8500542_Cap.area9_tonsil_V2","CONTEXT_ONLY","t_cell_inflamed","T cell-inflamed program",21,1000,-0.0311257027703931,-0.0318183870481138,0.0175871743931138,0.031886802451858,0.0318183870481138,0.0526677045931105,0.0586648228804383,0.0768871493401544,0.862,1,1,0.0432161206205892,0.0439811112254142,0.0126128148319046,0.0432161206205892,0.0439811112254142,0.059140558073323,0.0627307892095251,0.0786669237663082,0.697,1,1,0.023985366832662,0.0447278729931387,0.0587991649111178,0.0504981454963035,0.0719494026516726,0.0898879930903477,0.101086961262983,0.101225806776415,0.403917001320283,21000,0,0,1000,0
