"program_id","program_name","combinations","replicates","median_abs_expression_smd","p95_abs_expression_smd","max_abs_expression_smd","median_abs_detection_smd","p95_abs_detection_smd","max_abs_detection_smd","prop_both_abs_smd_le_0_05","prop_both_abs_smd_le_0_10","prop_both_abs_smd_le_0_20","median_matching_distance","max_matching_distance"
"macrophage_rich","Macrophage-rich program",9,9000,0.0339400117217423,0.129271152012421,0.198550841896506,0.0173789404410087,0.0556287282234894,0.083185735229574,0.551222222222222,0.85,1,0.0977345422218888,1.92390393044522
"t_cell_inflamed","T cell-inflamed program",9,9000,0.0268948701869603,0.0687734925629913,0.0987192063809813,0.0221290773321822,0.0590285597004805,0.0869898991613934,0.722444444444444,1,1,0.0797837713412855,1.51651802373096
"antigen_presentation","Immune-inflamed / antigen-presentation program",9,9000,0.15709746017009,0.430067141305899,0.580271754335713,0.0119299095911533,0.0516087858285215,0.0886329929239393,0.164333333333333,0.312222222222222,0.616777777777778,0.226573563413714,3.01853074928648
"stromal_fibrotic","Stromal / fibrotic program",9,9000,0.0453984426393967,0.122034107507061,0.200523854221021,0.0382708485487775,0.162736795059704,0.189427702529688,0.454888888888889,0.687777777777778,0.999888888888889,0.120787288492332,2.11108760284483
"immune_cold_exclusion","Immune-cold / exclusion-associated program",9,9000,0.0207355748552097,0.0583924643951663,0.0925803002882257,0.0214033565044191,0.0813066987146183,0.108456639406653,0.692777777777778,0.999333333333333,1,0.0686982998878113,0.726203298840993
"proliferative_cycling","Proliferative / cycling program",9,9000,0.00898540139423493,0.0415073109358172,0.0774557558399043,0.0109277786403438,0.0635089822466136,0.0878594894729533,0.832111111111111,1,1,0.0269389842051276,0.289457084835492
