"capture_area_id","role_family","program_id","program_name","observed_set_size","median_abs_expression_smd","p95_abs_expression_smd","max_abs_expression_smd","median_abs_detection_smd","p95_abs_detection_smd","max_abs_detection_smd","mean_matching_distance","max_matching_distance","prop_both_abs_smd_le_0_10","prop_both_abs_smd_le_0_20","hla_drb1_inclusion_status"
"GSM8500534_Cap.area1_LN_V1","CONTEXT_ONLY","antigen_presentation","Immune-inflamed / antigen-presentation program",20,0.0956548279685991,0.1570025870233,0.184602867425982,0.0185225242148435,0.0360950734753203,0.0494463951143028,0.147455279666677,1.5541592158619,0.533,1,"EXCLUDED"
"GSM8500535_Cap.area2_tonsil_V1","CONTEXT_ONLY","antigen_presentation","Immune-inflamed / antigen-presentation program",20,0.169562786195766,0.237111282105698,0.273638401329175,0.00405043207826957,0.0104470160707281,0.0165558644510691,0.21388470414465,1.76417638638483,0.146,0.733,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500536_Cap.area3_DLBCL_V1","PRIMARY_DLBCL","antigen_presentation","Immune-inflamed / antigen-presentation program",19,0.400516195635216,0.518125085310508,0.580271754335713,0.039456717072387,0.0561170533115073,0.0754628467201929,0.474123471840906,2.57222903174102,0.002,0.018,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500537_Cap.area4_DLBCL_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,0.282611786714481,0.406309492483691,0.474816000145997,0.0208194657766063,0.0426986949736105,0.0566710368070804,0.36381853545727,3.01853074928648,0.057,0.285,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500538_Cap.area5_DLBCL_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,0.159519806497204,0.258775854617688,0.295969168678114,0.0436580046869034,0.0682197478968808,0.0886329929239393,0.239708668993854,2.14692144449939,0.262,0.68,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500539_Cap.area6_DLBCL_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,0.0331126074990768,0.05728279612462,0.0706629857383853,0.00867443726050729,0.0134559563358115,0.0173911888491148,0.0513000885616137,0.558628974783241,1,1,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500540_Cap.area7_DLBCL_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,0.280443935463471,0.440061018311909,0.511101944135936,0.00883512132901228,0.0149248659738693,0.0201660396436232,0.3759885006648,2.89683975854638,0.077,0.249,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500541_Cap.area8_LN_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,0.0985196326745663,0.166027562913746,0.189962930499683,0.0104861599383233,0.0215117038223563,0.0301518975862339,0.129046369780402,1.89179138939568,0.511,1,"NOT_INCLUDED_IN_AREA_PROGRAM"
"GSM8500542_Cap.area9_tonsil_V2","EXPLORATORY_ANTIGEN","antigen_presentation","Immune-inflamed / antigen-presentation program",13,0.17936893630169,0.286351857664741,0.34406229244707,0.00775967887086671,0.0209637298326244,0.0343139046172752,0.236420474760354,2.64952456280021,0.222,0.586,"NOT_INCLUDED_IN_AREA_PROGRAM"
