"endpoint_type","role_family","family_label","expected_test_count","observed_valid_test_count","capture_area_id","program_id","raw_p","BH_FDR","evaluability","exclusion_failure_reason"
"MATCHED_NULL_GEARY","EXPLORATORY_ANTIGEN","06P_MATCHED_NULL_GEARY_EXPLORATORY_ANTIGEN_BH",6,6,"GSM8500541_Cap.area8_LN_V2","antigen_presentation",0.0769230769230769,0.0769230769230769,"EVALUABLE",""
"MATCHED_NULL_GEARY","EXPLORATORY_ANTIGEN","06P_MATCHED_NULL_GEARY_EXPLORATORY_ANTIGEN_BH",6,6,"GSM8500542_Cap.area9_tonsil_V2","antigen_presentation",0.032967032967033,0.0494505494505495,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500534_Cap.area1_LN_V1","macrophage_rich",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500534_Cap.area1_LN_V1","t_cell_inflamed",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500534_Cap.area1_LN_V1","antigen_presentation",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500534_Cap.area1_LN_V1","stromal_fibrotic",0.00699300699300699,0.0118343195266272,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500534_Cap.area1_LN_V1","immune_cold_exclusion",0.0699300699300699,0.0844418739155581,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500534_Cap.area1_LN_V1","proliferative_cycling",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500535_Cap.area2_tonsil_V1","macrophage_rich",0.014985014985015,0.021978021978022,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500535_Cap.area2_tonsil_V1","antigen_presentation",0.00999000999000999,0.0156985871271586,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500535_Cap.area2_tonsil_V1","stromal_fibrotic",0.017982017982018,0.0232708468002586,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500535_Cap.area2_tonsil_V1","immune_cold_exclusion",0.017982017982018,0.0232708468002586,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500535_Cap.area2_tonsil_V1","proliferative_cycling",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500541_Cap.area8_LN_V2","macrophage_rich",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500541_Cap.area8_LN_V2","t_cell_inflamed",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500541_Cap.area8_LN_V2","stromal_fibrotic",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500541_Cap.area8_LN_V2","immune_cold_exclusion",0.144855144855145,0.151753008895866,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500541_Cap.area8_LN_V2","proliferative_cycling",0.000999000999000999,0.001998001998002,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500542_Cap.area9_tonsil_V2","macrophage_rich",0.151848151848152,0.151848151848152,"EVALUABLE",""
"MATCHED_NULL_GEARY","CONTEXT_ONLY","06P_MATCHED_NULL_GEARY_CONTEXT_ONLY_BH",22,22,"GSM8500542_Cap.area9_tonsil_V2","t_cell_inflamed",0.000999000999000999,0.001998001998002,"EVALUABLE",""
