"capture_area","capture_area_id","area_role","canonical_gene_count","detected_gene_count","coverage_fraction","missing_genes","eligibility","evidence_tier","genes_substituted_or_imputed","Moran_I","Moran_permutation_p","Moran_FDR","Geary_C","Geary_permutation_p","Geary_FDR","interpretation"
"Cap.area1","GSM8500534_Cap.area1_LN_V1","CONTEXT_ONLY","22","21","0.954545454545455","HLA-B","CONTEXT_PRIMARY_COVERAGE","CONTEXT_ONLY_DESCRIPTIVE","FALSE","0.489947192315445","1e-04","1e-04","0.490827865170207","1e-04","1e-04","Context-only descriptive result; not primary DLBCL validation."
"Cap.area2","GSM8500535_Cap.area2_tonsil_V1","CONTEXT_ONLY","22","21","0.954545454545455","HLA-B","CONTEXT_PRIMARY_COVERAGE","CONTEXT_ONLY_DESCRIPTIVE","FALSE","0.586446472704966","1e-04","1e-04","0.392448815716801","1e-04","1e-04","Context-only descriptive result; not primary DLBCL validation."
"Cap.area3","GSM8500536_Cap.area3_DLBCL_V1","PRIMARY_DLBCL","22","21","0.954545454545455","HLA-B","PRIMARY_ELIGIBLE","PRIMARY_DLBCL_ELIGIBLE","FALSE","0.744486714784967","1e-04","1e-04","0.2347543776395","1e-04","1e-04","Primary DLBCL result with 21/22 detected genes; HLA-B was missing and was not replaced."
"Cap.area4","GSM8500537_Cap.area4_DLBCL_V2","PRIMARY_DLBCL","22","13","0.590909090909091","HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-A;HLA-B;HLA-C","EXPLORATORY_ONLY","EXPLORATORY_ONLY","FALSE","0.773257918560827","1e-04","1e-04","0.192186432845925","1e-04","1e-04","Coverage-limited exploratory spatial result; not evidence-equivalent to the 21/22 eligible result in Cap.area3."
"Cap.area5","GSM8500538_Cap.area5_DLBCL_V2","PRIMARY_DLBCL","22","13","0.590909090909091","HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-A;HLA-B;HLA-C","EXPLORATORY_ONLY","EXPLORATORY_ONLY","FALSE","0.826777362479832","1e-04","1e-04","0.157566170791512","1e-04","1e-04","Coverage-limited exploratory spatial result; not evidence-equivalent to the 21/22 eligible result in Cap.area3."
"Cap.area6","GSM8500539_Cap.area6_DLBCL_V2","PRIMARY_DLBCL","22","13","0.590909090909091","HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-A;HLA-B;HLA-C","EXPLORATORY_ONLY","EXPLORATORY_ONLY","FALSE","0.197563822573266","1e-04","1e-04","0.802895933943763","1e-04","1e-04","Coverage-limited exploratory spatial result; not evidence-equivalent to the 21/22 eligible result in Cap.area3."
"Cap.area7","GSM8500540_Cap.area7_DLBCL_V2","PRIMARY_DLBCL","22","13","0.590909090909091","HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-A;HLA-B;HLA-C","EXPLORATORY_ONLY","EXPLORATORY_ONLY","FALSE","0.47495169330314","1e-04","1e-04","0.519538947878672","1e-04","1e-04","Coverage-limited exploratory spatial result; not evidence-equivalent to the 21/22 eligible result in Cap.area3."
"Cap.area8","GSM8500541_Cap.area8_LN_V2","CONTEXT_ONLY","22","13","0.590909090909091","HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-A;HLA-B;HLA-C","EXPLORATORY_ONLY","EXPLORATORY_ONLY","FALSE","0.310845309377691","1e-04","1e-04","0.681367665727966","1e-04","1e-04","Coverage-limited exploratory spatial result; not evidence-equivalent to the 21/22 eligible result in Cap.area3."
"Cap.area9","GSM8500542_Cap.area9_tonsil_V2","CONTEXT_ONLY","22","13","0.590909090909091","HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-A;HLA-B;HLA-C","EXPLORATORY_ONLY","EXPLORATORY_ONLY","FALSE","0.470557299803134","1e-04","1e-04","0.523500474601915","1e-04","1e-04","Coverage-limited exploratory spatial result; not evidence-equivalent to the 21/22 eligible result in Cap.area3."
