authority,source_path,expected_files,verified_files,source_sha256,released_sha256,status,details
S1,D:\DLBCL_spatial_niche_project\revision_2026_reviewer_response\08a_s1_freeze_s5_wording_closure\S1_CANONICAL_FINAL,8,8,PACKAGE_FILE_LEVEL,PACKAGE_FILE_LEVEL,PASS,Supplementary_Fig_S1_FINAL_SUBMISSION.pdf:PASS;Supplementary_Fig_S1_FINAL_SUBMISSION.tiff:PASS;Supplementary_Fig_S1_FINAL_SUBMISSION.svg:PASS;Supplementary_Fig_S1_FINAL_SUBMISSION.png:PASS;Supplementary_Fig_S1_FINAL_LEGEND.txt:PASS;SUPPLEMENTARY_FIG_S1_FINAL_SOURCE_DATA.xlsx:PASS;SUPPLEMENTARY_FIG_S1_FINAL_QC.txt:PASS;SUPPLEMENTARY_FIG_S1_FINAL_SHA256_MANIFEST.csv:PASS
S2,D:\DLBCL_spatial_niche_project\revision_2026_reviewer_response\06z_suppfig_s2_final_submission,8,8,PACKAGE_FILE_LEVEL,PACKAGE_FILE_LEVEL,PASS,Supplementary_Fig_S2_FINAL_SUBMISSION.pdf:PASS;Supplementary_Fig_S2_FINAL_SUBMISSION.tiff:PASS;Supplementary_Fig_S2_FINAL_SUBMISSION.svg:PASS;Supplementary_Fig_S2_FINAL_SUBMISSION.png:PASS;Supplementary_Fig_S2_FINAL_LEGEND.txt:PASS;SUPPLEMENTARY_FIG_S2_FINAL_SOURCE_DATA.xlsx:PASS;SUPPLEMENTARY_FIG_S2_FINAL_QC.txt:PASS;SUPPLEMENTARY_FIG_S2_FINAL_SHA256_MANIFEST.csv:PASS
S3,D:\DLBCL_spatial_niche_project\revision_2026_reviewer_response\07a_suppfig_s3_single_cell_metadata_final,8,8,PACKAGE_FILE_LEVEL,PACKAGE_FILE_LEVEL,PASS,Supplementary_Fig_S3_FINAL_SUBMISSION.pdf:PASS;Supplementary_Fig_S3_FINAL_SUBMISSION.tiff:PASS;Supplementary_Fig_S3_FINAL_SUBMISSION.svg:PASS;Supplementary_Fig_S3_FINAL_SUBMISSION.png:PASS;Supplementary_Fig_S3_FINAL_LEGEND.txt:PASS;SUPPLEMENTARY_FIG_S3_FINAL_SOURCE_DATA.xlsx:PASS;SUPPLEMENTARY_FIG_S3_FINAL_QC.txt:PASS;SUPPLEMENTARY_FIG_S3_FINAL_SHA256_MANIFEST.csv:PASS
S4,D:\DLBCL_spatial_niche_project\revision_2026_reviewer_response\07b_suppfig_s4_primary_spatial_ucell_final,8,8,PACKAGE_FILE_LEVEL,PACKAGE_FILE_LEVEL,PASS,Supplementary_Fig_S4_FINAL_SUBMISSION.pdf:PASS;Supplementary_Fig_S4_FINAL_SUBMISSION.tiff:PASS;Supplementary_Fig_S4_FINAL_SUBMISSION.svg:PASS;Supplementary_Fig_S4_FINAL_SUBMISSION.png:PASS;Supplementary_Fig_S4_FINAL_LEGEND.txt:PASS;SUPPLEMENTARY_FIG_S4_FINAL_SOURCE_DATA.xlsx:PASS;SUPPLEMENTARY_FIG_S4_FINAL_QC.txt:PASS;SUPPLEMENTARY_FIG_S4_FINAL_SHA256_MANIFEST.csv:PASS
S5,D:\DLBCL_spatial_niche_project\revision_2026_reviewer_response\08a_s1_freeze_s5_wording_closure\S5_WORDING_CLOSURE_FINAL,8,8,PACKAGE_FILE_LEVEL,PACKAGE_FILE_LEVEL,PASS,Supplementary_Fig_S5_FINAL_SUBMISSION.pdf:PASS;Supplementary_Fig_S5_FINAL_SUBMISSION.tiff:PASS;Supplementary_Fig_S5_FINAL_SUBMISSION.svg:PASS;Supplementary_Fig_S5_FINAL_SUBMISSION.png:PASS;Supplementary_Fig_S5_FINAL_LEGEND.txt:PASS;SUPPLEMENTARY_FIG_S5_FINAL_SOURCE_DATA.xlsx:PASS;SUPPLEMENTARY_FIG_S5_FINAL_QC.txt:PASS;SUPPLEMENTARY_FIG_S5_FINAL_SHA256_MANIFEST.csv:PASS
S6,D:\DLBCL_spatial_niche_project\revision_2026_reviewer_response\07d_suppfig_s6_lr_expression_support_final,8,8,PACKAGE_FILE_LEVEL,PACKAGE_FILE_LEVEL,PASS,Supplementary_Fig_S6_FINAL_SUBMISSION.pdf:PASS;Supplementary_Fig_S6_FINAL_SUBMISSION.tiff:PASS;Supplementary_Fig_S6_FINAL_SUBMISSION.svg:PASS;Supplementary_Fig_S6_FINAL_SUBMISSION.png:PASS;Supplementary_Fig_S6_FINAL_LEGEND.txt:PASS;SUPPLEMENTARY_FIG_S6_FINAL_SOURCE_DATA.xlsx:PASS;SUPPLEMENTARY_FIG_S6_FINAL_QC.txt:PASS;SUPPLEMENTARY_FIG_S6_FINAL_SHA256_MANIFEST.csv:PASS
Supplementary Tables,D:\DLBCL_spatial_niche_project\05_manuscript\Manuscript 13\补充表\4\DLBCL_continuous_model_Supplementary_Tables_FINAL_SUBMISSION_PUBLICATION_READY.xlsx,1,1,ded2357d80f010d19de4289ce94de44fe9a0e3c15f33d51d078cabd728396979,ded2357d80f010d19de4289ce94de44fe9a0e3c15f33d51d078cabd728396979,PASS,publication-ready 71-sheet workbook
