source_path,destination,sha256,sheet_names,sheet_count,file_size_bytes,status
D:\DLBCL_spatial_niche_project\05_manuscript\Manuscript 13\补充表\4\DLBCL_continuous_model_Supplementary_Tables_FINAL_SUBMISSION_PUBLICATION_READY.xlsx,supplementary_tables/DLBCL_continuous_model_Supplementary_Tables_FINAL_SUBMISSION_PUBLICATION_READY.xlsx,ded2357d80f010d19de4289ce94de44fe9a0e3c15f33d51d078cabd728396979,Table_index|S1_Datasets|S2A_Program_genes|S2B_Program_overlap|S2C_Evidence_sources|S2D_Method_notes|S2E_Derivation_summary|Guide_Abbreviations|S3A_Gene_matching|S3B_Score_QC|S4A_GSE31312_scores|S4B_Score_summary|S4C_Correlation_matrix|S4D_PCA_parameters|S4E_Score_PCA_QC|S5A_Method_contract|S5B_Primary_k2_k6|S5C_All_variants|S5D_Failure_summary|S5E_Bootstrap_audit|S5F_Final_decision|S6A_GSE10846_scores|S6B_GSE181063_scores|S6C_Structural_edges|S6D_Structural_summary|S6E_External_PC|S6F_External_QC|S6G_Mapping_sensitivity|S7A_Area_roles|S7B_Eligibility|S7C_Score_manifest|S7D_Spatial_metadata|S8_Method_concordance|S9_Moran_Geary|S10_Bivariate_Moran|S11A_Scope_QC|S11B_Reproducibility|S11C_Data_Code_Availability|S12A_Core_design|S12B_Gene_matching|S12C_Paired_scores|S12D_Bulk_summary|S12E_Bulk_geometry|S12F_Spatial_core_QC|S12G_Core_Moran_Geary|S12H_Core_FDR|S12I_Bulk_reproducibility|S12J_Spatial_reproduction|S13A_Matched_null_QC|S13B_Matched_null_tests|S13C_Depth_models|S13D_Depth_spatial|S13E_Depth_permutations|S13F_Technical_FDR|S14A_Balance_area_program|S14B_Balance_program|S14C_Balance_DLBCL|S14D_Antigen_balance|S14E_Balance_distance|S14F_Secondary_balance|S15A_MCP_marker_audit|S15B_Standard_MCP|S15C_Disjoint_MCP|S15D_Predictability_CV|S15E_Program_summary|S15F_Cross_cohort_status|S15G_GSE10846_420|S16A_SC_dataset_composition|S16B_SC_celltype_programs|S16C_SC_donor_programs|S16D_SC_scoring_QC,71,1334589,PASS
