"batch_id","partition_origin","capture_area_id","program_id","program_name","replicate_start","replicate_end","expected_replicate_count","observed_replicate_count","expected_membership_rows","observed_membership_rows","seed_min","seed_max","source_file","source_sha256","output_file","output_size_bytes","output_sha256","validation_status","completion_time","scientific_parameters_changed","notes"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0101-r0200","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",101,200,100,100,2200,2200,25870905,25871004,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0101-r0200.csv",368796,"34cce1634524efc50c35b5229ff279af63bcec8ba4cf4ead6f4c575e98cd7b17","PASS","2026-08-05T18:26:08+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0201-r0300","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",201,300,100,100,2200,2200,25871005,25871104,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0201-r0300.csv",368855,"51192b3593d68b2f6f458ae6b9d2cb863b97fbffa0a9b1f09089c11cf199508b","PASS","2026-08-05T18:26:08+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0301-r0400","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",301,400,100,100,2200,2200,25871105,25871204,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0301-r0400.csv",368772,"067513aac67996322a048e52c3f5b42701402fab4554759691921c6b6b600627","PASS","2026-08-05T18:26:09+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0401-r0500","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",401,500,100,100,2200,2200,25871205,25871304,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0401-r0500.csv",368741,"b7c33be6c5b03a4d98f997c98102192782994d55d0440b1fe01ef78e5efbaf93","PASS","2026-08-05T18:26:10+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0501-r0600","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",501,600,100,100,2200,2200,25871305,25871404,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0501-r0600.csv",368856,"3b5378f85eeb19bdff1c58a574af9cf8e43591d7e1664ac6a622409604c1717b","PASS","2026-08-05T18:26:10+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0601-r0700","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",601,700,100,100,2200,2200,25871405,25871504,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0601-r0700.csv",368732,"a0fc4c21a6ac7b844ad84c663c12f0a717a302d90556626fd84d0f3ab61d4d97","PASS","2026-08-05T18:26:11+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0701-r0800","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",701,800,100,100,2200,2200,25871505,25871604,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0701-r0800.csv",368662,"de754e9ba59203eab69e17d93f25f356e7cffaf84263d39a31066fe8929b3155","PASS","2026-08-05T18:26:12+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0801-r0900","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",801,900,100,100,2200,2200,25871605,25871704,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0801-r0900.csv",368857,"231a22f2d031636187e05b0a0f081abf4124877d53e387ffcd9fdb064f59b389","PASS","2026-08-05T18:26:13+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500538_cap_area5_dlbcl_v2__proliferative_cycling__r0901-r1000","GENERATED_BY_CONTROLLED_RESUME","GSM8500538_Cap.area5_DLBCL_V2","proliferative_cycling","Proliferative / cycling program",901,1000,100,100,2200,2200,25871705,25871804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500538_Cap.area5_DLBCL_V2__proliferative_cycling__r0901-r1000.csv",368915,"f8f5e2432cd24004275aba959403648e0bdd3b3612aee9a214d65fe07aac8e4e","PASS","2026-08-05T18:26:13+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0001-r0100","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",1,100,100,100,2200,2200,26370805,26370904,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0001-r0100.csv",336709,"08229e9c097c54c01265b0fefbe875143c2a47ccb34aa4e2a25dc6d93a38635f","PASS","2026-08-05T18:26:14+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0101-r0200","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",101,200,100,100,2200,2200,26370905,26371004,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0101-r0200.csv",339163,"5fa5a6cd0290608bc72a8ad2c882205c8a87e0a62a9518dbfbae6bd1d292cb94","PASS","2026-08-05T18:26:15+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0201-r0300","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",201,300,100,100,2200,2200,26371005,26371104,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0201-r0300.csv",339144,"9fe919fdbe88f1accd8a96f6f831bb7dec35c8e3cfffa476cfe5d879f99953e9","PASS","2026-08-05T18:26:16+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0301-r0400","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",301,400,100,100,2200,2200,26371105,26371204,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0301-r0400.csv",339105,"b4737164921af6d5ba035bff75a925da2425e7263c03c7acf49f807eb0245684","PASS","2026-08-05T18:26:16+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0401-r0500","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",401,500,100,100,2200,2200,26371205,26371304,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0401-r0500.csv",339168,"66618b5eeb1337517dbdb76c15f4b0dabfa79e1c1bac44f8a5b12b0025521814","PASS","2026-08-05T18:26:17+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0501-r0600","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",501,600,100,100,2200,2200,26371305,26371404,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0501-r0600.csv",339149,"e2e29f4f35d162eca213c8fbad605c9d8c5939077fe6c811f9338cf5ce0b22fa","PASS","2026-08-05T18:26:18+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0601-r0700","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",601,700,100,100,2200,2200,26371405,26371504,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0601-r0700.csv",339066,"b10a8043b484c158895023301aafecf44432d18123696b137ed17b95e33fa328","PASS","2026-08-05T18:26:18+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0701-r0800","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",701,800,100,100,2200,2200,26371505,26371604,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0701-r0800.csv",339042,"73c19239b942abbd83cda26998ea64fe3a77c27c0e10e930918a93d2d237cd6a","PASS","2026-08-05T18:26:19+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0801-r0900","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",801,900,100,100,2200,2200,26371605,26371704,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0801-r0900.csv",339083,"26009ce20634a421a313ab5171b1bf6749106780b98c8be0a489b1bbc58d58c3","PASS","2026-08-05T18:26:20+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__macrophage_rich__r0901-r1000","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","macrophage_rich","Macrophage-rich program",901,1000,100,100,2200,2200,26371705,26371804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__macrophage_rich__r0901-r1000.csv",339223,"7ec9061fca8c4a725ccf60c5f23c3563ef7125ab26857e45ba4085e162205268","PASS","2026-08-05T18:26:21+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0001-r0100","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",1,100,100,100,2100,2100,26470805,26470904,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0001-r0100.csv",320992,"518f5d6f9ef2e99c13eacb90f2027f8443dfaa6b3fa4ca151c189216e6a092b9","PASS","2026-08-05T18:26:21+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0101-r0200","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",101,200,100,100,2100,2100,26470905,26471004,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0101-r0200.csv",323315,"5f213daa4df1f132e6496a9b7da4f853b8e69e3c601a5d6cf6bded42937ee96a","PASS","2026-08-05T18:26:22+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0201-r0300","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",201,300,100,100,2100,2100,26471005,26471104,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0201-r0300.csv",323256,"2e030eb9318ade0267a853e76facd84f2394b7877787f707e774ffd05b9c381c","PASS","2026-08-05T18:26:23+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0301-r0400","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",301,400,100,100,2100,2100,26471105,26471204,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0301-r0400.csv",323354,"537460ed03b78872464428cb8a65d9ae41de139158f7f1e363fe0eb9706adfc0","PASS","2026-08-05T18:26:23+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0401-r0500","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",401,500,100,100,2100,2100,26471205,26471304,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0401-r0500.csv",323317,"682a4ab0bcc5e21680368074faa984fdee608f38263e4aa45d232ed68bb787bf","PASS","2026-08-05T18:26:24+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0501-r0600","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",501,600,100,100,2100,2100,26471305,26471404,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0501-r0600.csv",323338,"e67b849a0cc149d713e39cbd0245701aff1b699a8b40b2464e9727cc6790eacd","PASS","2026-08-05T18:26:25+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0601-r0700","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",601,700,100,100,2100,2100,26471405,26471504,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0601-r0700.csv",323300,"e4fad97b2394e224ada9ffe15dabf87a1f798d0ef6037e4e7f049ec7fa55057f","PASS","2026-08-05T18:26:25+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0701-r0800","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",701,800,100,100,2100,2100,26471505,26471604,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0701-r0800.csv",323334,"ba5708b6cb4e4a157b5e6c5b66d54e459b8203628ee5663b0984375a018da7a9","PASS","2026-08-05T18:26:26+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0801-r0900","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",801,900,100,100,2100,2100,26471605,26471704,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0801-r0900.csv",323313,"263258721ddf71e9d547743f80b100f333d801fd5b2e447751a5ac0ee52adfb3","PASS","2026-08-05T18:26:27+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500539_cap_area6_dlbcl_v2__t_cell_inflamed__r0901-r1000","GENERATED_BY_CONTROLLED_RESUME","GSM8500539_Cap.area6_DLBCL_V2","t_cell_inflamed","T cell-inflamed program",901,1000,100,100,2100,2100,26471705,26471804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500539_Cap.area6_DLBCL_V2__t_cell_inflamed__r0901-r1000.csv",323309,"35b84fb5ea681d29c0f4680853aa8ecb1bcdba0d584855ddbbec0cb0cfb3b737","PASS","2026-08-05T18:26:27+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
