"batch_id","partition_origin","capture_area_id","program_id","program_name","replicate_start","replicate_end","expected_replicate_count","observed_replicate_count","expected_membership_rows","observed_membership_rows","seed_min","seed_max","source_file","source_sha256","output_file","output_size_bytes","output_sha256","validation_status","completion_time","scientific_parameters_changed","notes"
"SALVAGED__gsm8500534_cap_area1_ln_v1__macrophage_rich__r0001-r1000","SALVAGED_FROM_INTERRUPTED_FILE","GSM8500534_Cap.area1_LN_V1","macrophage_rich","Macrophage-rich program",1,1000,1000,1000,22000,22000,21370805,21371804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/MATCHED_RANDOM_SET_MEMBERSHIP.csv","335f2f67a5ae6432df456faaded956168426ff470426e2f26a25bf577fe94e14","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/salvaged/GSM8500534_Cap.area1_LN_V1__macrophage_rich__r0001-r1000.csv",3298780,"a370266699e54f29c7cb12fd59de70cc77d8e2b353cfd74d0df523982eb827b8","PASS","2026-08-05T18:23:29+0800",FALSE,"Deterministic composite-key extraction from complete parseable rows; independently validated; not recomputed"
"SALVAGED__gsm8500534_cap_area1_ln_v1__t_cell_inflamed__r0001-r1000","SALVAGED_FROM_INTERRUPTED_FILE","GSM8500534_Cap.area1_LN_V1","t_cell_inflamed","T cell-inflamed program",1,1000,1000,1000,22000,22000,21470805,21471804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/MATCHED_RANDOM_SET_MEMBERSHIP.csv","335f2f67a5ae6432df456faaded956168426ff470426e2f26a25bf577fe94e14","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/salvaged/GSM8500534_Cap.area1_LN_V1__t_cell_inflamed__r0001-r1000.csv",3292005,"a33614ec2c99d071c1647eb4c0c0e8f0fdc3efbb5f5935366581b5823cd6766d","PASS","2026-08-05T18:23:30+0800",FALSE,"Deterministic composite-key extraction from complete parseable rows; independently validated; not recomputed"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0001-r0100","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",1,100,100,100,2000,2000,21570805,21570904,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0001-r0100.csv",355200,"a71665ee1aef4b4fb3174a5f8215729c5b9158833188705d68f8da227dad50b4","PASS","2026-08-05T18:23:35+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0101-r0200","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",101,200,100,100,2000,2000,21570905,21571004,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0101-r0200.csv",357472,"f8dbb98ad18b281997b17c7a411af16683043b4eeccaad44dd2668183caa17e1","PASS","2026-08-05T18:23:36+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0201-r0300","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",201,300,100,100,2000,2000,21571005,21571104,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0201-r0300.csv",357363,"6bfd1a517fffa20bea6fe23a3b272d8680266a959a41a0cc61970d9027c8ca53","PASS","2026-08-05T18:23:37+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0301-r0400","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",301,400,100,100,2000,2000,21571105,21571204,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0301-r0400.csv",357460,"42b3d73a2cec2c442ae78dde60b164c7fb749bc4d89c53bf08e532694123d219","PASS","2026-08-05T18:23:38+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0401-r0500","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",401,500,100,100,2000,2000,21571205,21571304,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0401-r0500.csv",357270,"8af239cd933c9b84faf6f64c768bcfc6c8d120a928a0973611a28c3dbda5b79c","PASS","2026-08-05T18:23:39+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0501-r0600","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",501,600,100,100,2000,2000,21571305,21571404,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0501-r0600.csv",357283,"4a3a9c1efafbd443109046a11004ab1cdb23cf91af479d02e55320e0cf1ff989","PASS","2026-08-05T18:23:39+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0601-r0700","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",601,700,100,100,2000,2000,21571405,21571504,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0601-r0700.csv",357410,"22b509978a4591de63a22bd53e28662c98b632575bbe1722d55c8a082906b8c1","PASS","2026-08-05T18:23:40+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0701-r0800","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",701,800,100,100,2000,2000,21571505,21571604,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0701-r0800.csv",357538,"cef55b1693c28f6cb979d467cadc0cbe245b0742083cc5a1517051276215cd18","PASS","2026-08-05T18:23:41+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0801-r0900","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",801,900,100,100,2000,2000,21571605,21571704,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0801-r0900.csv",357456,"1027f5b1b23fba53a3b72792653dc467e05ff6e09b2858c6eabc0b27877cd589","PASS","2026-08-05T18:23:41+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500534_cap_area1_ln_v1__antigen_presentation__r0901-r1000","GENERATED_BY_CONTROLLED_RESUME","GSM8500534_Cap.area1_LN_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",901,1000,100,100,2000,2000,21571705,21571804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500534_Cap.area1_LN_V1__antigen_presentation__r0901-r1000.csv",357273,"49727261930645d83de749d01949e68b6e1f5c2583fe65905160f2c03bc5d09c","PASS","2026-08-05T18:23:42+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"SALVAGED__gsm8500534_cap_area1_ln_v1__stromal_fibrotic__r0001-r1000","SALVAGED_FROM_INTERRUPTED_FILE","GSM8500534_Cap.area1_LN_V1","stromal_fibrotic","Stromal / fibrotic program",1,1000,1000,1000,22000,22000,21670805,21671804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/MATCHED_RANDOM_SET_MEMBERSHIP.csv","335f2f67a5ae6432df456faaded956168426ff470426e2f26a25bf577fe94e14","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/salvaged/GSM8500534_Cap.area1_LN_V1__stromal_fibrotic__r0001-r1000.csv",3383569,"e61c615b553da27959c4f65f3415a46e434c9080dad2188a0fba057dc72cc481","PASS","2026-08-05T18:23:31+0800",FALSE,"Deterministic composite-key extraction from complete parseable rows; independently validated; not recomputed"
"SALVAGED__gsm8500534_cap_area1_ln_v1__immune_cold_exclusion__r0001-r1000","SALVAGED_FROM_INTERRUPTED_FILE","GSM8500534_Cap.area1_LN_V1","immune_cold_exclusion","Immune-cold / exclusion-associated program",1,1000,1000,1000,21000,21000,21770805,21771804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/MATCHED_RANDOM_SET_MEMBERSHIP.csv","335f2f67a5ae6432df456faaded956168426ff470426e2f26a25bf577fe94e14","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/salvaged/GSM8500534_Cap.area1_LN_V1__immune_cold_exclusion__r0001-r1000.csv",3684429,"3c34542a69965d74c65857baf8303bede9320fa96ff1988df06ecbb078982f1e","PASS","2026-08-05T18:23:32+0800",FALSE,"Deterministic composite-key extraction from complete parseable rows; independently validated; not recomputed"
"SALVAGED__gsm8500534_cap_area1_ln_v1__proliferative_cycling__r0001-r1000","SALVAGED_FROM_INTERRUPTED_FILE","GSM8500534_Cap.area1_LN_V1","proliferative_cycling","Proliferative / cycling program",1,1000,1000,1000,21000,21000,21870805,21871804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/MATCHED_RANDOM_SET_MEMBERSHIP.csv","335f2f67a5ae6432df456faaded956168426ff470426e2f26a25bf577fe94e14","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/salvaged/GSM8500534_Cap.area1_LN_V1__proliferative_cycling__r0001-r1000.csv",3447844,"433e1162c4fe22548b918c4f77c866b0b62fe0d556fa4d74bca6dcdb26c19436","PASS","2026-08-05T18:23:33+0800",FALSE,"Deterministic composite-key extraction from complete parseable rows; independently validated; not recomputed"
"SALVAGED__gsm8500535_cap_area2_tonsil_v1__macrophage_rich__r0001-r0999","SALVAGED_FROM_INTERRUPTED_FILE","GSM8500535_Cap.area2_tonsil_V1","macrophage_rich","Macrophage-rich program",1,999,999,999,21978,21978,22370805,22371803,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/MATCHED_RANDOM_SET_MEMBERSHIP.csv","335f2f67a5ae6432df456faaded956168426ff470426e2f26a25bf577fe94e14","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/salvaged/GSM8500535_Cap.area2_tonsil_V1__macrophage_rich__r0001-r0999.csv",3384516,"4da64bea1fe632b71ec02db4e91f2a03acc6203887d608d6b285cd8a791c4925","PASS","2026-08-05T18:23:34+0800",FALSE,"Deterministic composite-key extraction from complete parseable rows; independently validated; not recomputed"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__macrophage_rich__r1000-r1000","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","macrophage_rich","Macrophage-rich program",1000,1000,1,1,22,22,22371804,22371804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__macrophage_rich__r1000-r1000.csv",3613,"b49de8f23bccb77a4b92e06435a89e233ac864af63052a87541276fe88b70a84","PASS","2026-08-05T18:23:42+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0001-r0100","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",1,100,100,100,2200,2200,22470805,22470904,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0001-r0100.csv",335260,"165bcc35908756b0c84c3b540e86d850a49ad2c4a71c825c697de4cef4077b90","PASS","2026-08-05T18:23:43+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0101-r0200","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",101,200,100,100,2200,2200,22470905,22471004,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0101-r0200.csv",337675,"c6cb9f1a4dd27ebdea85fed5d978f8e644ebe0f56a7e218f73318eae5328708d","PASS","2026-08-05T18:23:43+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0201-r0300","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",201,300,100,100,2200,2200,22471005,22471104,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0201-r0300.csv",337719,"5302c8dee0dac23a9e355c2dc76e3f592724442e2aa80f32dc88e6e9c70f6515","PASS","2026-08-05T18:23:44+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0301-r0400","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",301,400,100,100,2200,2200,22471105,22471204,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0301-r0400.csv",337526,"2f88dbafc68d7a48750261c4f003a89e2d263499f21f390e90466d27c02a7f1c","PASS","2026-08-05T18:23:45+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0401-r0500","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",401,500,100,100,2200,2200,22471205,22471304,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0401-r0500.csv",337709,"52b1e1b06c033e3c42a7970ee48306827fa706ef2197e8dac1732a43b6d40159","PASS","2026-08-05T18:23:45+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0501-r0600","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",501,600,100,100,2200,2200,22471305,22471404,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0501-r0600.csv",337605,"a8efaf60c4f937552222baaa48aa3c3f1933414364663c7fa3a92a8b27d42be9","PASS","2026-08-05T18:23:46+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0601-r0700","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",601,700,100,100,2200,2200,22471405,22471504,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0601-r0700.csv",337702,"60193e8a1a323ff04f689b4a63a38a5dc4c6b5ffabbda8c16161fcf097d8bbcf","PASS","2026-08-05T18:23:47+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0701-r0800","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",701,800,100,100,2200,2200,22471505,22471604,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0701-r0800.csv",337774,"3af7dcc4f76212797f8247b5932aea37f090a8fc71ff14c4a992ee17a59af0d5","PASS","2026-08-05T18:23:47+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0801-r0900","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",801,900,100,100,2200,2200,22471605,22471704,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0801-r0900.csv",337779,"163121b3ab649b442b06b4143922ffe8d03eb990537ee2552eb4a1ea2dcdd1e9","PASS","2026-08-05T18:23:48+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__t_cell_inflamed__r0901-r1000","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","t_cell_inflamed","T cell-inflamed program",901,1000,100,100,2200,2200,22471705,22471804,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__t_cell_inflamed__r0901-r1000.csv",337665,"8e3a7838eab137ac249f8c364f0eef437e776bc0eb00ff24995a6df2ded22d38","PASS","2026-08-05T18:23:49+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__antigen_presentation__r0001-r0100","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",1,100,100,100,2000,2000,22570805,22570904,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__antigen_presentation__r0001-r0100.csv",362686,"1faa531effbfd7f534b71b68d50f9b67708838153f2a523b8a1d8ff1791f1d0f","PASS","2026-08-05T18:23:49+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
"GENERATED__gsm8500535_cap_area2_tonsil_v1__antigen_presentation__r0101-r0200","GENERATED_BY_CONTROLLED_RESUME","GSM8500535_Cap.area2_tonsil_V1","antigen_presentation","Immune-inflamed / antigen-presentation program",101,200,100,100,2000,2000,22570905,22571004,"${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_scripts/05_06p_partitioned_membership_resume.R","c26643ea7c59428bd516cbe93006168c13bdff590940977ef2318f8df7bc9e85","${DLBCL_PROJECT_ROOT}/revision_2026_reviewer_response/06p_wp3_matched_null_and_depth_sensitivity/01_execution_outputs/matched_null/membership_parts/generated/GSM8500535_Cap.area2_tonsil_V1__antigen_presentation__r0101-r0200.csv",364873,"13abac489883a0514f8ef40f68b66c65ff9702b0491a69baf62903706559e308","PASS","2026-08-05T18:23:50+0800",FALSE,"Create-once controlled-resume partition using frozen composite keys and seeds"
